movie_title,release_year,genres,imdb_score,budget,gross,director_name,director_facebook_likes,num_critic_for_reviews,actor_3_name,actor_3_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_1_name,actor_1_facebook_likes,movie_facebook_likes,cast_total_facebook_likes,num_voted_users,world_population
The Love Guru,2008,Comedy|Romance|Sport,3.8,62000000.0,32178777.0,Marco Schnabel,12.0,150.0,Verne Troyer,645.0,Romany Malco,966.0,Justin Timberlake,3000.0,0,6658,43300,6801421733.0
Meet the Fockers,2004,Comedy|Romance,6.3,80000000.0,279167575.0,Jay Roach,116.0,141.0,Teri Polo,708.0,Blythe Danner,713.0,Robert De Niro,22000.0,0,24938,211296,6471033757.0
Two Weeks Notice,2002,Comedy|Romance,6.1,60000000.0,93307796.0,Marc Lawrence,30.0,118.0,Dana Ivey,268.0,Alicia Witt,976.0,Dorian Missick,1000.0,0,2636,85673,6308284566.0
Eat Pray Love,2010,Drama|Romance,5.7,60000000.0,80574010.0,Ryan Murphy,708.0,213.0,Billy Crudup,745.0,Julia Roberts,8000.0,James Franco,11000.0,26000,20440,63493,6969894715.0
The Family Man,2000,Comedy|Drama|Fantasy|Romance,6.7,60000000.0,75764085.0,Brett Ratner,420.0,121.0,Amber Valletta,627.0,Don Cheadle,3000.0,Nicolas Cage,12000.0,0,16646,85844,6144444748.0
The Horse Whisperer,1998,Drama|Romance|Western,6.5,60000000.0,75370763.0,Robert Redford,0.0,96.0,Jessalyn Gilsig,380.0,Kristin Scott Thomas,1000.0,Scarlett Johansson,19000.0,0,20683,32353,5979851049.0
Hellboy,2004,Action|Fantasy|Horror|Sci-Fi,6.8,66000000.0,59035104.0,Guillermo del Toro,0.0,242.0,Brian Steele,160.0,Rupert Evans,334.0,James Babson,366.0,0,1112,244566,6471033757.0
Up Close & Personal,1996,Drama|Romance,6.1,60000000.0,51045801.0,Jon Avnet,50.0,34.0,Raymond Cruz,672.0,Stockard Channing,944.0,Joe Mantegna,1000.0,829,3653,11370,5811694918.0
Rules of Engagement            ,2002,Comedy|Romance,7.3,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,8.0,Adhir Kalyan,402.0,Oliver Hudson,607.0,Bianca Kajlich,732.0,0,2064,26404,6308284566.0
Alien: Resurrection,1997,Action|Horror|Sci-Fi,6.3,75000000.0,47748610.0,Jean-Pierre Jeunet,0.0,223.0,Raymond Cruz,672.0,Michael Wincott,720.0,Gary Dourdan,1000.0,0,3090,170179,5896174827.0
Practical Magic,1998,Comedy|Drama|Fantasy|Romance,6.1,48000000.0,46611204.0,Griffin Dunne,165.0,92.0,Stockard Channing,944.0,Dianne Wiest,967.0,Goran Visnjic,1000.0,0,4294,55749,5979851049.0
Duplicity,2009,Comedy|Crime|Romance|Thriller,6.2,60000000.0,40559930.0,Tony Gilroy,209.0,211.0,Denis O'Hare,896.0,Tom Wilkinson,1000.0,Julia Roberts,8000.0,0,10623,41727,6885608628.0
Intolerable Cruelty,2003,Comedy|Crime|Romance,6.3,60000000.0,35096190.0,Joel Coen,0.0,161.0,Julia Duffy,210.0,Paul Adelstein,399.0,Cedric the Entertainer,436.0,0,1395,76560,6389592840.0
The Relic,1997,Horror|Mystery|Sci-Fi|Thriller,5.7,40000000.0,33927476.0,Peter Hyams,0.0,95.0,Chi Muoi Lo,308.0,Penelope Ann Miller,344.0,John Kapelos,510.0,956,1976,19176,5896174827.0
Priest,2011,Action|Fantasy|Horror|Sci-Fi|Thriller,5.7,60000000.0,29136626.0,Scott Stewart,124.0,225.0,Jacob Hopkins,77.0,Alan Dale,441.0,Josh Wingate,865.0,20000,1417,97089,7053988749.0
Sinbad: Legend of the Seven Seas,2003,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,6.7,60000000.0,26288320.0,Patrick Gilmore,0.0,98.0,Timothy West,82.0,Adriano Giannini,102.0,Brad Pitt,11000.0,880,11301,36144,6389592840.0
Event Horizon,1997,Horror|Sci-Fi|Thriller,6.7,60000000.0,26616590.0,Paul W.S. Anderson,545.0,172.0,Kathleen Quinlan,552.0,Joely Richardson,585.0,Sean Pertwee,722.0,10000,2525,120416,5896174827.0
Dragonfly,2002,Drama|Fantasy|Mystery|Romance|Thriller,6.1,60000000.0,30063805.0,Tom Shadyac,293.0,117.0,Matt Craven,256.0,Susanna Thompson,265.0,Joe Morton,780.0,0,2109,31788,6308284566.0
Flyboys,2006,Action|Adventure|Drama|History|Romance|War,6.6,60000000.0,13082288.0,Tony Bill,23.0,123.0,Philip Winchester,579.0,Tyler Labine,779.0,James Franco,11000.0,2000,12634,35565,6635162568.0
Supernova,2000,Horror|Sci-Fi|Thriller,4.8,65000000.0,14218868.0,Walter Hill,394.0,100.0,Vanessa Marshall,68.0,Wilson Cruz,290.0,Robert Forster,889.0,589,1262,14596,6144444748.0
Winter's Tale,2014,Drama|Fantasy|Mystery|Romance,6.2,60000000.0,22451.0,Akiva Goldsman,167.0,189.0,Kevin Corrigan,778.0,William Hurt,882.0,Matt Bomer,20000.0,17000,22447,41288,7317304568.0
The Mortal Instruments: City of Bones,2013,Fantasy|Horror|Mystery|Romance,6.0,60000000.0,31165421.0,Harald Zwart,91.0,212.0,CCH Pounder,1000.0,Kevin Zegers,2000.0,Aidan Turner,5000.0,44000,10247,107028,7229458453.0
Meet Dave,2008,Adventure|Comedy|Family|Romance|Sci-Fi,4.9,60000000.0,11802056.0,Brian Robbins,48.0,127.0,Shawn Christian,196.0,Mike O'Malley,400.0,Marc Blucas,973.0,791,1865,31640,6801421733.0
Dark Water,2005,Drama|Horror|Thriller,5.6,30000000.0,25472967.0,Walter Salles,179.0,196.0,Ariel Gade,87.0,Camryn Manheim,329.0,Dougray Scott,794.0,0,1467,44966,6552787172.0
Mortdecai,2015,Action|Comedy|Mystery|Romance,5.5,60000000.0,7605668.0,David Koepp,192.0,181.0,Ulrich Thomsen,280.0,Olivia Munn,2000.0,Johnny Depp,40000.0,12000,42683,47320,7404251118.0
Beyond Borders,2003,Adventure|Drama|Romance|War,6.5,35000000.0,4426297.0,Martin Campbell,258.0,54.0,Noah Emmerich,617.0,Teri Polo,708.0,Angelina Jolie Pitt,11000.0,0,12947,22570,6389592840.0
Deadpool,2016,Action|Adventure|Comedy|Romance|Sci-Fi,8.1,58000000.0,363024263.0,Tim Miller,84.0,579.0,Stefan Kapicic,361.0,Ed Skrein,805.0,Ryan Reynolds,16000.0,117000,18239,479047,7490956237.0
Goosebumps,2015,Adventure|Comedy|Family|Fantasy|Horror,6.4,58000000.0,80021740.0,Rob Letterman,11.0,218.0,Ken Marino,543.0,Dylan Minnette,1000.0,Odeya Rush,2000.0,35000,5497,47968,7404251118.0
Just Like Heaven,2005,Comedy|Fantasy|Romance,6.7,58000000.0,48291624.0,Mark Waters,70.0,142.0,Willie Garson,512.0,Ivana Milicevic,834.0,Jon Heder,970.0,0,2876,82819,6552787172.0
The Flintstones in Viva Rock Vegas,2000,Comedy|Family|Romance|Sci-Fi,3.6,60000000.0,35231365.0,Brian Levant,32.0,57.0,Danny Woodburn,809.0,Mark Addy,891.0,Taylor Negron,1000.0,500,6299,15517,6144444748.0
Leatherheads,2008,Comedy|Drama|Romance|Sport,6.0,58000000.0,31199215.0,George Clooney,0.0,186.0,Matt Bushell,110.0,Malcolm Goodwin,117.0,Robert Baker,142.0,472,589,27664,6801421733.0
Did You Hear About the Morgans?,2009,Comedy|Drama|Romance,4.7,58000000.0,29580087.0,Marc Lawrence,30.0,133.0,Kevin Brown,727.0,Kim Shaw,935.0,Michael Kelly,963.0,0,3150,29523,6885608628.0
Resident Evil: Afterlife,2010,Action|Adventure|Horror|Sci-Fi,5.9,60000000.0,60128566.0,Paul W.S. Anderson,545.0,253.0,Shawn Roberts,529.0,Boris Kodjoe,1000.0,Milla Jovovich,14000.0,19000,16098,131447,6969894715.0
Sex and the City            ,2002,Comedy|Romance,7.0,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,46.0,Cynthia Nixon,479.0,Kristin Davis,722.0,Chris Noth,962.0,0,2558,80025,6308284566.0
Captain Corelli's Mandolin,2001,Drama|Music|Romance|War,5.9,57000000.0,25528495.0,John Madden,108.0,96.0,Mihalis Giannatos,58.0,Irene Papas,243.0,Christian Bale,23000.0,0,23325,28099,6226487141.0
Anger Management            ,2002,Comedy|Romance,6.7,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,26.0,Brian Austin Green,676.0,Noureen DeWulf,701.0,Barry Corbin,883.0,0,4115,26992,6308284566.0
Pocahontas,1995,Adventure|Animation|Drama|Family|History|Musical|Romance,6.6,55000000.0,141600000.0,Mike Gabriel,12.0,92.0,Irene Bedard,752.0,Frank Welker,2000.0,Christian Bale,23000.0,0,26754,119675,5726848893.0
Superman,1978,Action|Adventure|Drama|Romance|Sci-Fi,7.3,55000000.0,134218018.0,Richard Donner,503.0,169.0,Ned Beatty,467.0,Margot Kidder,593.0,Marlon Brando,10000.0,0,12940,126357,4289852068.0
The Nutty Professor,1996,Comedy|Romance|Sci-Fi,5.6,54000000.0,128769345.0,Tom Shadyac,293.0,57.0,Dave Chappelle,744.0,James Coburn,773.0,Jada Pinkett Smith,851.0,960,3155,86556,5811694918.0
Hitch,2005,Comedy|Romance,6.6,70000000.0,177575142.0,Andy Tennant,72.0,171.0,Kevin Sussman,681.0,Michael Rapaport,975.0,Will Smith,10000.0,0,13426,244840,6552787172.0
George of the Jungle,1997,Action|Adventure|Comedy|Family|Romance,5.4,55000000.0,105263257.0,Sam Weisman,39.0,53.0,Holland Taylor,458.0,Abraham Benrubi,562.0,Brendan Fraser,3000.0,5000,4518,56168,5896174827.0
American Wedding,2003,Comedy|Romance,6.3,55000000.0,104354205.0,Jesse Dylan,58.0,153.0,Fred Willard,729.0,Thomas Ian Nicholas,864.0,Alyson Hannigan,3000.0,0,5713,162331,6389592840.0
Date Night,2010,Comedy|Crime|Romance|Thriller,6.3,55000000.0,98711404.0,Shawn Levy,189.0,247.0,Steve Carell,7000.0,James Franco,11000.0,Mila Kunis,15000.0,0,39822,127571,6969894715.0
Maid in Manhattan,2002,Comedy|Drama|Romance,5.1,55000000.0,93815117.0,Wayne Wang,61.0,114.0,Natasha Richardson,708.0,Frances Conroy,827.0,Bob Hoskins,5000.0,0,7184,68417,6308284566.0
City of Angels,1998,Drama|Fantasy|Romance,6.7,55000000.0,78745923.0,Brad Silberling,52.0,110.0,Colm Feore,539.0,Andre Braugher,702.0,Nicolas Cage,12000.0,0,13905,94407,5979851049.0
Death Becomes Her,1992,Comedy|Fantasy|Horror,6.4,55000000.0,58422650.0,Robert Zemeckis,0.0,49.0,Isabella Rossellini,812.0,Meryl Streep,11000.0,Bruce Willis,13000.0,8000,25599,78974,5470271607.0
Alien 3,1992,Action|Horror|Sci-Fi,6.4,50000000.0,55473600.0,David Fincher,21000.0,210.0,Paul McGann,243.0,Holt McCallany,273.0,Charles S. Dutton,534.0,0,1543,207686,5470271607.0
The Ghost and the Darkness,1996,Adventure|Drama|Horror|Thriller,6.8,55000000.0,38553833.0,Stephen Hopkins,81.0,62.0,Om Puri,163.0,Bernard Hill,416.0,Tom Wilkinson,1000.0,0,1752,46239,5811694918.0
The Phantom of the Opera,2004,Drama|Musical|Romance|Thriller,7.4,70000000.0,51225796.0,Joel Schumacher,541.0,153.0,Miranda Richardson,530.0,Minnie Driver,893.0,Gerard Butler,18000.0,0,20660,96654,6471033757.0
Burlesque,2010,Drama|Music|Musical|Romance,6.4,55000000.0,39440655.0,Steve Antin,59.0,197.0,David Walton,676.0,Peter Gallagher,828.0,Eric Dane,2000.0,19000,4315,61680,6969894715.0
A Very Long Engagement,2004,Drama|Mystery|Romance|War,7.7,47000000.0,6167817.0,Jean-Pierre Jeunet,0.0,186.0,Albert Dupontel,46.0,André Dussollier,52.0,Denis Lavant,226.0,0,405,62607,6471033757.0
Lolita,1962,Crime|Drama|Romance,7.7,2000000.0,48468407.52680933,Stanley Kubrick,0.0,103.0,Lois Maxwell,177.0,Shelley Winters,367.0,James Mason,617.0,0,1403,67822,3126894230.0
Eye See You,2002,Crime|Horror|Mystery|Thriller,5.3,55000000.0,48468407.52680933,Jim Gillespie,13.0,66.0,Charles S. Dutton,534.0,Tom Berenger,854.0,Sylvester Stallone,13000.0,448,15803,19706,6308284566.0
Blade II,2002,Action|Horror|Sci-Fi|Thriller,6.7,54000000.0,81645152.0,Guillermo del Toro,0.0,224.0,Tony Curran,845.0,Thomas Kretschmann,919.0,Norman Reedus,12000.0,0,15371,158267,6308284566.0
Seven Pounds,2008,Drama|Romance,7.7,55000000.0,69951824.0,Gabriele Muccino,125.0,202.0,Madison Pettis,835.0,Rosario Dawson,3000.0,Will Smith,10000.0,26000,14727,232710,6801421733.0
Elizabethtown,2005,Comedy|Drama|Romance,6.4,57000000.0,26838389.0,Cameron Crowe,488.0,190.0,Judy Greer,2000.0,Kirsten Dunst,4000.0,Orlando Bloom,5000.0,0,12700,58658,6552787172.0
"You, Me and Dupree",2006,Comedy|Romance,5.6,54000000.0,75604320.0,Anthony Russo,94.0,136.0,Amanda Detmer,240.0,Billy Gardell,245.0,Todd Stashwick,277.0,0,847,68417,6635162568.0
Superman II,1980,Action|Adventure|Romance|Sci-Fi,6.8,54000000.0,108200000.0,Richard Lester,44.0,121.0,Jackie Cooper,420.0,Ned Beatty,467.0,Margot Kidder,593.0,0,2908,76331,4442416674.0
Gigli,2003,Comedy|Crime|Romance,2.4,54000000.0,5660084.0,Martin Brest,102.0,131.0,David Backus,43.0,Lenny Venito,62.0,Todd Giebenhain,117.0,2000,286,41620,6389592840.0
Anastasia,1997,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,7.1,50000000.0,58297830.0,Don Bluth,383.0,78.0,Bernadette Peters,753.0,Kelsey Grammer,808.0,Kirsten Dunst,4000.0,0,6017,86347,5896174827.0
Moulin Rouge!,2001,Drama|Musical|Romance,7.6,52500000.0,57386369.0,Baz Luhrmann,1000.0,209.0,Richard Roxburgh,653.0,Kylie Minogue,691.0,Jim Broadbent,1000.0,10000,2601,224013,6226487141.0
Grindhouse,2007,Action|Horror|Thriller,7.6,53000000.0,25031037.0,Robert Rodriguez,0.0,250.0,Zoë Bell,1000.0,Rosario Dawson,3000.0,Quentin Tarantino,16000.0,0,22186,155496,6717583637.0
Beloved,1998,Drama|History|Horror,5.9,55000000.0,22843047.0,Jonathan Demme,438.0,78.0,Hill Harper,466.0,Kimberly Elise,637.0,Oprah Winfrey,852.0,853,2397,6082,5979851049.0
Lucky You,2007,Drama|Romance|Sport,5.9,55000000.0,5755286.0,Curtis Hanson,161.0,106.0,Kelvin Han Yee,681.0,Robert Duvall,3000.0,Robert Downey Jr.,21000.0,672,26334,18310,6717583637.0
The Break-Up,2006,Comedy|Drama|Romance,5.8,52000000.0,118683135.0,Peyton Reed,235.0,183.0,Ann-Margret,931.0,John Michael Higgins,957.0,Jon Favreau,4000.0,0,8315,102167,6635162568.0
Mamma Mia!,2008,Comedy|Family|Musical|Romance,6.3,52000000.0,143704210.0,Phyllida Lloyd,58.0,238.0,Julie Walters,838.0,Meryl Streep,11000.0,Colin Firth,14000.0,10000,26002,145974,6801421733.0
Valentine's Day,2010,Comedy|Romance,5.7,52000000.0,110476776.0,Garry Marshall,0.0,186.0,Anne Hathaway,11000.0,Taylor Lautner,12000.0,Bradley Cooper,14000.0,9000,45696,95437,6969894715.0
The Twilight Saga: New Moon,2009,Adventure|Drama|Fantasy|Romance,4.6,50000000.0,296623634.0,Chris Weitz,129.0,299.0,Taylor Lautner,12000.0,Kristen Stewart,17000.0,Robert Pattinson,21000.0,13000,64040,220758,6885608628.0
The Adjustment Bureau,2011,Romance|Sci-Fi|Thriller,7.1,50200000.0,62453315.0,George Nolfi,53.0,413.0,Jon Stewart,593.0,Michael Kelly,963.0,Matt Damon,13000.0,36000,14607,200035,7053988749.0
Robin Hood: Prince of Thieves,1991,Action|Adventure|Drama|Romance,6.9,48000000.0,165500000.0,Kevin Reynolds,58.0,67.0,Michael Wincott,720.0,Morgan Freeman,11000.0,Alan Rickman,25000.0,0,38518,145257,5382640911.0
Jerry Maguire,1996,Comedy|Drama|Romance|Sport,7.3,50000000.0,153620822.0,Cameron Crowe,488.0,109.0,Bonnie Hunt,597.0,Kelly Preston,743.0,Tom Cruise,10000.0,0,12182,189923,5811694918.0
As Good as It Gets,1997,Comedy|Drama|Romance,7.7,50000000.0,147637474.0,James L. Brooks,274.0,156.0,Shirley Knight,285.0,Yeardley Smith,440.0,Lupe Ontiveros,625.0,11000,1474,224671,5896174827.0
Patch Adams,1998,Biography|Comedy|Drama|Romance,6.7,50000000.0,135014968.0,Tom Shadyac,293.0,55.0,Monica Potter,878.0,Philip Seymour Hoffman,22000.0,Robin Williams,49000.0,0,74382,80580,5979851049.0
Mr. Deeds,2002,Comedy|Romance,5.8,50000000.0,126203320.0,Steven Brill,65.0,117.0,Peter Gallagher,828.0,Adam Sandler,11000.0,Steve Buscemi,12000.0,0,26826,110432,6308284566.0
How to Lose a Guy in 10 Days,2003,Comedy|Romance,6.4,50000000.0,105807520.0,Donald Petrie,80.0,140.0,Thomas Lennon,651.0,Adam Goldberg,1000.0,Matthew McConaughey,11000.0,0,14087,156717,6389592840.0
Interview with the Vampire: The Vampire Chronicles,1994,Drama|Fantasy|Horror,7.6,60000000.0,105264608.0,Neil Jordan,277.0,120.0,Kirsten Dunst,4000.0,Tom Cruise,10000.0,Brad Pitt,11000.0,11000,25697,239752,5642156981.0
Yes Man,2008,Comedy|Romance,6.8,70000000.0,97680195.0,Peyton Reed,235.0,190.0,Danny Masterson,1000.0,Zooey Deschanel,11000.0,Bradley Cooper,14000.0,0,29505,271691,6801421733.0
Failure to Launch,2006,Comedy|Romance,5.6,50000000.0,88658172.0,Tom Dey,9.0,143.0,Zooey Deschanel,11000.0,Matthew McConaughey,11000.0,Bradley Cooper,14000.0,2000,37967,58412,6635162568.0
The Ring Two,2005,Horror|Mystery,5.4,39752620.436387606,75888270.0,Hideo Nakata,62.0,196.0,Sissy Spacek,874.0,Gary Cole,989.0,Naomi Watts,6000.0,0,10163,71153,6552787172.0
"Crazy, Stupid, Love.",2011,Comedy|Drama|Romance,7.4,50000000.0,84244877.0,Glenn Ficarra,43.0,310.0,Steve Carell,7000.0,Emma Stone,15000.0,Ryan Gosling,33000.0,44000,57426,375456,7053988749.0
Herbie Fully Loaded,2005,Adventure|Comedy|Family|Fantasy|Romance|Sport,4.7,50000000.0,66002004.0,Angela Robinson,23.0,117.0,Cheryl Hines,541.0,Thomas Lennon,651.0,Scoot McNairy,660.0,1000,2177,36431,6552787172.0
Hansel & Gretel: Witch Hunters,2013,Action|Fantasy|Horror,6.1,50000000.0,55682070.0,Tommy Wirkola,75.0,349.0,Ingrid Bolsø Berdal,467.0,Derek Mears,520.0,Jeremy Renner,10000.0,45000,11946,159868,7229458453.0
The Book of Life,2014,Adventure|Animation|Comedy|Family|Fantasy|Romance,7.3,50000000.0,50150619.0,Jorge R. Gutiérrez,34.0,156.0,Ana de la Reguera,679.0,Hector Elizondo,995.0,Channing Tatum,17000.0,18000,19513,45580,7317304568.0
Silent Hill,2006,Adventure|Horror|Mystery,6.6,50000000.0,46982632.0,Christophe Gans,50.0,267.0,Alice Krige,368.0,Deborah Kara Unger,495.0,Radha Mitchell,992.0,0,1933,172792,6635162568.0
Gremlins 2: The New Batch,1990,Comedy|Fantasy|Horror,6.3,50000000.0,41482207.0,Joe Dante,287.0,105.0,Phoebe Cates,767.0,Robert Picardo,823.0,Christopher Lee,16000.0,0,19610,68428,5293498452.0
Resident Evil: Apocalypse,2004,Action|Horror|Sci-Fi|Thriller,6.2,45000000.0,50740078.0,Alexander Witt,38.0,191.0,Mike Epps,706.0,Thomas Kretschmann,919.0,Milla Jovovich,14000.0,0,16791,151580,6471033757.0
Bridget Jones: The Edge of Reason,2004,Comedy|Drama|Romance,5.9,40000000.0,40203020.0,Beeban Kidron,17.0,143.0,Celia Imrie,186.0,Jim Broadbent,1000.0,Colin Firth,14000.0,0,15634,74315,6471033757.0
Out of Time,2003,Crime|Drama|Romance|Thriller,6.5,50000000.0,40905277.0,Carl Franklin,73.0,124.0,John Billingsley,323.0,Sanaa Lathan,886.0,Denzel Washington,18000.0,1000,19739,45895,6389592840.0
Raising Helen,2004,Comedy|Drama|Romance,6.0,50000000.0,37486138.0,Garry Marshall,0.0,93.0,Spencer Breslin,434.0,Felicity Huffman,508.0,Amber Valletta,627.0,718,2052,30890,6471033757.0
For Love of the Game,1999,Drama|Romance|Sport,6.5,50000000.0,35168395.0,Sam Raimi,0.0,113.0,Carmine Giovinazzo,432.0,Kelly Preston,743.0,J.K. Simmons,24000.0,0,25469,26034,6062415429.0
The Story of Us,1999,Comedy|Drama|Romance,5.9,50000000.0,27067160.0,Rob Reiner,0.0,99.0,Rita Wilson,323.0,Tim Matheson,559.0,Bruce Willis,13000.0,0,14706,18404,6062415429.0
The Host,2013,Action|Adventure|Romance|Sci-Fi|Thriller,5.9,40000000.0,26616999.0,Andrew Niccol,487.0,298.0,Rachel Roberts,201.0,Chandler Canterbury,329.0,J.D. Evermore,430.0,43000,1300,92461,7229458453.0
The Scarlet Letter,1995,Drama|Romance,5.1,50000000.0,10400000.0,Roland Joffé,596.0,34.0,Demi Moore,2000.0,Robert Duvall,3000.0,Gary Oldman,10000.0,943,15820,12037,5726848893.0
Beautiful Creatures,2013,Drama|Fantasy|Romance,6.2,60000000.0,19445217.0,Richard LaGravenese,98.0,231.0,Pruitt Taylor Vince,592.0,Zoey Deutch,852.0,Alden Ehrenreich,1000.0,14000,3580,67796,7229458453.0
Outlander            ,2002,Drama|Romance|Sci-Fi,8.5,39752620.436387606,48468407.52680933,Steven Spielberg,686.5092123911724,30.0,Stephen Walters,184.0,Graham McTavish,531.0,Tobias Menzies,1000.0,31000,1863,50391,6308284566.0
Anna Karenina,2012,Drama|Romance,6.6,39752620.436387606,12802907.0,Joe Wright,456.0,324.0,Matthew Macfadyen,0.0,Guro Nagelhus Schia,35.0,Kelly Macdonald,2000.0,36000,2035,70886,7141430933.0
The Tooth Fairy,2006,Horror|Thriller,4.6,1500000.0,48468407.52680933,Chuck Bowman,42.0,32.0,Steve Bacic,235.0,Lochlyn Munro,555.0,P.J. Soles,598.0,352,2353,1263,6635162568.0
Kate & Leopold,2001,Comedy|Fantasy|Romance,6.4,48000000.0,47095453.0,James Mangold,446.0,125.0,Bradley Whitford,821.0,Natasha Lyonne,1000.0,Hugh Jackman,20000.0,0,22209,64595,6226487141.0
Bedazzled,2000,Comedy|Fantasy|Romance,6.0,48000000.0,37879996.0,Harold Ramis,11000.0,125.0,Brian Doyle-Murray,484.0,Frances O'Connor,575.0,Brendan Fraser,3000.0,0,5390,81888,6144444748.0
Out of Sight,1998,Crime|Drama|Romance|Thriller,7.0,48000000.0,37339525.0,Steven Soderbergh,0.0,158.0,Keith Hudson,23.0,Albert Brooks,745.0,Don Cheadle,3000.0,0,3768,71708,5979851049.0
Earth,1998,Drama|Romance|War,7.8,39752620.436387606,528972.0,Deepa Mehta,375.0,34.0,Eric Peterson,59.0,Gulshan Grover,102.0,Nandita Das,113.0,522,371,5639,5979851049.0
Dick Tracy,1990,Action|Comedy|Crime|Music|Romance|Thriller,6.1,100000000.0,103738726.0,Warren Beatty,631.0,72.0,Seymour Cassel,327.0,Warren Beatty,631.0,Charlie Korsmo,678.0,2000,2096,47819,5293498452.0
The Thomas Crown Affair,1999,Crime|Romance|Thriller,6.8,48000000.0,69304264.0,John McTiernan,323.0,152.0,Denis Leary,835.0,Faye Dunaway,977.0,Mark Margolis,1000.0,0,4660,73068,6062415429.0
Mary Reilly,1996,Drama|Horror|Romance|Thriller,5.8,47000000.0,5600000.0,Stephen Frears,350.0,46.0,George Cole,77.0,Bronagh Gallagher,115.0,Julia Roberts,8000.0,616,8349,11913,5811694918.0
My Best Friend's Wedding,1997,Comedy|Romance,6.3,46000000.0,126805112.0,P.J. Hogan,29.0,84.0,Rupert Everett,692.0,Christopher Masterson,1000.0,Julia Roberts,8000.0,0,12344,98199,5896174827.0
America's Sweethearts,2001,Comedy|Romance,5.7,48000000.0,93607673.0,Joe Roth,148.0,142.0,Larry King,135.0,Rainn Wilson,973.0,Julia Roberts,8000.0,881,9176,47573,6226487141.0
Liar Liar,1997,Comedy|Fantasy|Romance,6.8,45000000.0,181395380.0,Tom Shadyac,293.0,73.0,Randall 'Tex' Cobb,255.0,Swoosie Kurtz,418.0,Maura Tierney,509.0,0,2070,220392,5896174827.0
Miss Congeniality,2000,Action|Comedy|Crime|Romance,6.2,45000000.0,106807667.0,Donald Petrie,80.0,140.0,Heather Burns,213.0,Wendy Raquel Robinson,337.0,Candice Bergen,545.0,0,1574,137377,6144444748.0
The Princess Diaries 2: Royal Engagement,2004,Comedy|Family|Romance,5.7,40000000.0,95149435.0,Garry Marshall,0.0,77.0,Hector Elizondo,995.0,Raven-Symoné,1000.0,Anne Hathaway,11000.0,1000,15362,53687,6471033757.0
Monster-in-Law,2005,Comedy|Romance,5.5,60000000.0,82931301.0,Robert Luketic,126.0,132.0,Elaine Stritch,586.0,Jane Fonda,949.0,Adam Scott,3000.0,0,6292,43358,6552787172.0
Blade,1998,Action|Horror,7.1,45000000.0,70001065.0,Stephen Norrington,45.0,184.0,Udo Kier,595.0,Traci Lords,650.0,Sanaa Lathan,886.0,0,3174,191437,5979851049.0
Anaconda,1997,Action|Adventure|Horror|Thriller,4.6,45000000.0,65557989.0,Luis Llosa,49.0,119.0,Kari Wuhrer,514.0,Eric Stoltz,902.0,Frank Welker,2000.0,0,3717,73539,5896174827.0
Coyote Ugly,2000,Comedy|Drama|Music|Romance,5.6,45000000.0,60786269.0,David McNally,18.0,155.0,Izabella Miko,560.0,Tyra Banks,625.0,Adam Garcia,811.0,0,3106,90539,6144444748.0
Love Actually,2003,Comedy|Drama|Romance,7.7,45000000.0,59365105.0,Richard Curtis,628.0,218.0,Kris Marshall,548.0,Liam Neeson,14000.0,Colin Firth,14000.0,52000,28886,318634,6389592840.0
From Hell,2001,Horror|Mystery|Thriller,6.8,35000000.0,31598308.0,Albert Hughes,117.0,208.0,Ian Richardson,140.0,Jason Flemyng,1000.0,Johnny Depp,40000.0,0,41636,124765,6226487141.0
