,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15
laughs,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
laughter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
launch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
launched,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1
launchest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
launching,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
laureate,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lave,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lavish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
law,0,0,1,1,0,1,0,0,2,0,1,12,0,0,7
law.—Aye,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lawful,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lawless,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
laws,0,0,0,0,1,0,0,0,0,0,0,4,0,0,9
lawyer,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
lawyers,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
lay,2,7,0,5,11,3,0,1,5,2,3,7,5,7,5
lay.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lay_,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
layer,0,0,0,0,0,0,4,0,1,0,2,1,0,0,0
layers,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
layeth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
laying,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
layn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lays,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0
lay—that,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lazily,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
lazy,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
lbs,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
le,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lead,2,1,0,0,0,0,0,2,2,1,1,0,1,0,2
lead-coloured,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lead-lined,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
leaded,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
leader,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
leaders,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leadership,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
leading,0,0,0,1,0,2,0,1,0,4,0,2,0,1,0
leads,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
leaf,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
league,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
leagued,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
leagues,0,0,0,0,0,0,0,1,3,2,0,0,0,2,1
leak,0,0,0,1,0,0,0,0,6,3,0,0,4,0,0
leakage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
leaking,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
leaks,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
leaky,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0
lean,0,1,0,0,0,2,2,1,2,0,1,0,0,1,2
leaned,0,0,0,1,1,0,0,0,0,0,1,1,1,5,3
leaner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
leaning,2,0,0,4,1,0,1,3,1,3,3,1,2,4,2
leans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
leap,0,0,0,1,0,0,0,2,1,1,1,0,2,3,0
leaped,0,0,0,0,0,0,0,0,4,3,1,0,1,2,1
leapest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
leaping,0,1,0,2,0,1,0,0,1,2,2,1,0,2,1
leaps,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
learn,0,0,0,2,2,0,0,0,1,1,0,0,1,1,1
learned,0,0,1,1,0,0,2,3,0,0,2,7,5,3,0
learnedly,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
learning,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
learnt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
leash,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
least,0,0,1,3,2,4,7,5,4,4,9,8,12,9,3
least—nothing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
least—to,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
leather,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0
leathern,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0
leave,0,1,0,1,2,1,3,1,2,1,0,0,3,3,0
leaves,2,0,1,2,1,1,1,0,0,3,1,1,4,0,2
leaving,0,2,1,3,1,4,1,1,0,3,3,4,3,3,6
leavings,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lectures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
led,0,0,1,0,2,1,0,0,0,0,0,1,1,3,0
ledge,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ledgers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lee,1,0,1,0,0,1,1,0,2,3,3,0,2,2,0
lee-beam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lee-way,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
leech,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
leering,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lees,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
leeward,0,0,0,0,1,1,0,0,4,1,2,3,0,6,9
leeward.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
leewardings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
left,1,2,0,6,8,3,4,4,4,3,6,1,9,12,2
left-handed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
left—that,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
leg,0,1,0,0,8,5,11,4,4,3,3,0,32,7,4
leg-maker,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
leg.,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
legal,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
legally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
legatee.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
legatees,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lege,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
legend,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
legendary,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
legends,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
legerdemain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
legislative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
legislators,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
legitimately,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
legs,2,2,0,1,1,1,3,3,3,1,0,1,8,2,6
legs.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
leisure,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
leisurely,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
lend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lends,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
length,0,4,0,3,2,3,5,2,3,12,6,12,13,7,2
lengthen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lengthened,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lengths,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
lengthwise,1,1,0,0,0,0,0,0,0,0,1,1,2,2,4
length—Rope,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
leopard-like,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
leopards—the,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
leper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
less,1,0,1,0,1,5,9,3,2,0,4,9,9,3,2
lesser,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lesson,0,0,6,4,0,0,0,0,0,0,1,0,0,1,0
lessons,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lest,0,0,0,0,1,0,0,1,0,1,1,0,2,0,1
let,1,1,2,5,10,2,6,5,5,7,12,7,23,23,6
lethargy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lets,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
letter,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1
letter-bag,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
letter-sorter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lettered,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
letters,0,0,0,0,0,0,0,0,4,0,2,2,2,0,0
letting,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
level,0,0,0,0,0,1,1,1,2,2,2,2,0,9,3
levelled,0,0,0,0,2,1,0,0,0,1,0,0,1,4,0
levels,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
levers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
leviathan,1,0,0,0,1,0,5,3,0,5,4,4,7,0,0
leviathanic,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
leviathans,0,0,0,0,0,1,2,2,0,1,2,1,0,1,0
leviathan—do,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lexicographer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lexicon,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
liabilities,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
liability,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
liable,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
liar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
liars,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
liberal,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
liberally,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
liberated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
liberation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
libertines,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
libraries,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
library,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
license,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
licensed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
lick,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
licked,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lid,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1
lids,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
lie,1,1,1,2,2,0,1,3,1,4,3,1,4,2,0
lies,1,0,2,1,0,0,0,1,0,2,2,2,2,4,2
lies.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
liest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lieu,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
lieutenant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lieutenants,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
life,1,2,2,0,4,7,11,12,17,14,13,10,12,23,5
life-boats,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
life-buoy,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
life-buoy-coffin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
life-buoys,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
life-buoy—a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
life-like,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
life-line,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
life-lines,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
life-long,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
life-preservers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
life-preserver—an,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
life-principle,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
life-restless,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
life-spot,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
life-time,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
lifeless,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
lifelessly,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
lifetime,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0
lifetime—the,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
life—I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
life—as,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
life——,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lift,0,0,1,0,0,1,0,2,0,1,0,0,2,2,1
lifted,0,0,0,0,0,0,1,1,4,2,0,2,1,3,0
lifting,0,0,0,1,2,0,0,0,1,1,2,0,0,2,0
lifts,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
lift—this,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ligature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
light,4,12,1,6,0,2,2,7,3,3,8,4,8,11,3
light-hearted,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lighted,0,2,1,2,0,1,1,1,1,2,0,0,1,1,0
lighten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lightens,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lighter,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
lightest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lighthouse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lighting,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
lightly,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1
lightness,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lightning,0,1,1,0,0,1,0,0,0,0,1,0,0,11,0
lightning-like,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
lightning-rod,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
lightning-rod-end,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lightning-rods,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
lightning.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lightnings,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
lights,2,0,0,0,0,1,1,1,0,1,0,1,1,1,0
like,13,12,18,39,18,20,38,24,47,63,47,48,67,64,29
like-cures-like,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
liked,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
likely,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
liken,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
likened,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
likeness,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0
likenesses,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
likes,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
likewise,0,0,0,2,0,1,3,2,1,1,1,2,3,0,0
lily,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
limb,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
limber,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
limbered,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
limbs,0,0,0,0,0,3,1,2,1,1,0,0,1,0,0
limbs—lithe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
limestone,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
limit,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2
limitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
limitations,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
limitless,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
limits,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
limped,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
limpid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
limping,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
line,1,0,0,0,3,2,4,2,5,32,9,14,11,12,9
line-knife,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
line-of-battle,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
line-of-battle-ship,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
line-tub,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
line-tubs,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
linear,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
lined,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
linen,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
lines,1,0,1,0,0,1,0,5,3,1,3,9,1,2,4
lines—the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
line—I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
line—all,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
line—now,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lingered,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1
lingering,0,0,0,0,0,1,0,2,0,0,0,1,0,3,0
lingers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lingo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
lining,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
link,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
linked,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
links,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3
lint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lion,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
lion-like,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lion-maned,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lip,0,0,0,0,0,0,2,1,0,2,4,0,1,0,0
lip-quiver,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lipless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lips,1,1,0,0,0,0,2,1,2,3,3,0,1,3,0
liquid,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
lirra,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
list,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0
listen,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0
listened,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
listener,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
listening,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
listlessness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lists,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lit,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
literal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
literally,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
literature,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lithe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
litigated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
litter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
little,11,17,7,25,16,11,28,5,29,19,12,15,22,21,7
liturgies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
liv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
live,0,1,2,2,2,1,5,2,5,5,8,5,13,7,1
live-oaks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lived,0,0,0,1,0,0,5,0,2,1,1,0,1,1,1
livelihood,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
liveliness,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
livelong,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
lively,0,0,0,0,0,1,1,1,1,5,1,0,0,3,0
liver,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
livers,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
lives,1,0,0,1,1,0,2,0,0,1,4,4,2,3,2
livid,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
lividly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
living,0,0,4,6,0,3,6,7,2,8,2,5,14,10,3
livingly,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
lizard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ll,4,7,0,6,9,6,4,10,1,3,12,7,17,19,6
ll_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ll—I,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ll—yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lo,0,0,2,0,0,0,0,0,1,2,1,0,2,5,2
load,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
loaded,0,0,0,0,0,1,0,0,1,1,2,1,1,4,0
loading,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
loads,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
loadstone,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
loaf-of-bread,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
loam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
loan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
loath,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
loathed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
loathsome,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lobes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
lobtailing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
local,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
locality,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
localness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
located,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
locations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lock,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0
lock-jaws,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
locked,0,0,0,1,2,1,1,0,1,2,1,2,1,1,1
locker,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
lockers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
locking,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
locks,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
locksmith,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lodge,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
lodged,0,0,0,0,0,0,2,0,0,1,3,2,1,0,0
lodges,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lodgings,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loftiest,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
lofty,0,0,3,1,1,1,3,2,3,0,0,1,2,3,1
log,0,0,0,0,0,2,0,0,0,0,0,2,0,14,0
log-books,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
log-line,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
loggerhead,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
loggerheads,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
logs,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
log—_shoals,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
loins,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
loitering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loiters,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lone,0,0,0,0,0,1,0,0,2,0,0,3,0,1,1
loneliness,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lonely,0,0,0,2,0,1,1,0,0,1,0,0,1,2,4
lonesomely,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lonesomeness,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
long,7,5,6,10,14,19,14,16,29,19,37,30,36,44,14
long-armed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long-bearded,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
long-drawn,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
long-flung,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
long-lingering,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
long-skirted,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
long-togged,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
long-togs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
long.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
longed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
longer,0,0,0,0,0,3,2,1,1,2,2,1,4,1,0
longest,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
longevity,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
longing,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
longingly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
longings,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
longitude,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1
longitudes,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
look,2,3,5,9,9,5,8,2,4,8,16,3,28,21,5
look-out,0,0,0,0,1,0,0,0,2,0,1,0,0,2,1
look-outs,0,0,0,0,0,0,3,0,3,0,0,1,1,2,1
look.,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
looked,4,2,1,11,6,9,4,3,5,4,1,1,4,7,2
looker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lookest,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
looking,3,7,2,4,4,6,1,0,2,3,3,5,5,9,0
looking-glasses,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lookouts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
looks,0,0,1,2,2,0,2,0,1,5,1,1,7,2,0
looks—pale,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
loom,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0
loomed,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0
looming,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
loon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
loop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
looped,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
loose,0,0,0,1,1,0,0,1,2,1,0,4,4,5,2
loose-fish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
loosed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
loosely,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
loosened,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
loosening,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lord,0,0,0,1,0,1,3,0,1,0,1,5,3,5,1
lording,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lordly,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
lords,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
lose,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0
loses,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
